userID,status,commentBody,approveDate,recommendationCount,location,display_name,userComments,times_people,commentSequence,editorsSelection,createDate
331287,approved,"Non-compete agreements are illegal in CA, not just unenforceable.",1425572479,5,California,David,NA,1,14323031,0,1425572335
59610530,approved,"Why should anyone desire to be the \""Next Silicon Valley?\"" It\'s reminiscent of all those cities of yore calling themselves \""The Paris of the East\"" instead of capitalizing on their own unique features and identities. <br/><br/>Silicon Valley arose from a unique mix of universities, corporations and venture capital firms, and the fact that all these were in the same geographic area. Instead of trying to mount the impossible task of copying those elements in just the right way, these other cities should be looking at what they already have and finding ways to capitalize on it in ways nobody else can.",1425560167,54,New York,AD,NA,1,14320420,0,1425560135
27034584,approved,"Exactly.  Even those of us who live in the former \""Northern California\"", aka \""Silicon Valley\"" are sick of the cartoon and the high tech name dropping.  NoCal is exquisitely gorgeous and is and has been a wonderful place to live long, long, long before the former military industrialist contractors and SRI converted to consumer products.<br/><br/>On this topic, I am in full agreement with Texas governor Rick Perry:  Go To Texas.  They say it is very, very wonderful there.  Go.  Please.  I think you will be happier in some other Silicon Valley.",1425572419,1,Northern Cal,Paul,NA,1,14322734,0,1425571325
331287,approved,"The problem is that people don\'t want what Cleveland produces; they want what SV produces, even if Cleveland has the RnR Hall of Fame.",1425572476,4,California,David,NA,1,14323016,0,1425572267
66015063,approved,A number of high tech companies are investing here in Las Vegas. We have a very good tax structure and excellent infrastructure. Compare a 13% California state income tax with a Nevada zero income tax.  Housing is affordable and of course some the best restaurants/entertainment in the country.  You are talking about a 45 minute plane ride to most of Silicon Valley from Las Vegas.,1425560768,2,"Las Vegas,Nevada",NVFisherman,NA,1,14320508,0,1425560735
52147740,approved,"\""We have a very good tax structure and excellent infrastructure.\""<br/><br/>And the worst school system in the United States. I\'ll pay 13% and take California.",1425563708,45,"annapolis, md",george eliot,NA,1,14320966,0,1425563685
66015063,approved,Actually most parents in the tech sector in Las Vegas send their children to private schools;these are comparable in quality to private schools anywhere in the USA. The tax savings easily pay for private school education expenses.,1425566228,4,"Las Vegas,Nevada",NVFisherman,NA,1,14321535,0,1425566171
42827947,approved,What about the kids that have to go to the public schools?,1425570329,6,Somewhere In IL,Not A Victim,NA,1,14321596,0,1425566457
8543514,approved,"NVFisherman espouses the idea that \""it\'s fine that most of my kid\'s friends go to crummy [public] schools, as long as my kid goes to a good [private] school\"".  As a father, I recommend against this thinking.  Your kid\'s friends will influence him/her in a very negative way.",1425571655,10,"Wakeman, Ohio",Dan Styer,NA,1,14321696,0,1425566926
70264887,approved,At which point you have no advantage.,1425571706,1,"Santa Fe, NM",kaneable,NA,1,14322142,0,1425568916
65260364,approved,George - and if you are in Maryland your schools are better ranked than California,1425571745,2,New York,Andre,NA,1,14322237,0,1425569323
583542,approved,"And how do you propose to live, never mind become the next \""Silicon Valley\"" without drinking water?",1425570368,9,"Banks, OR",RichWa,NA,1,14322508,0,1425570306
59183455,approved,Public schools in California are terrible. ,1425571855,3,Bellerose NY,Chris,NA,1,14322563,0,1425570547
63859870,approved,"Perfect example of the fortress-like mentality of aspiring 1 per centers. Don\'t want to pay taxes and really don\'t give a darn about the public school system because, hey, I can send my kids to private schools. Hard to imagine true creativity flourishing in such an environment.",1425570608,26,"Los Angeles, CA",kb,NA,1,14322576,0,1425570601
66015063,approved,If your child is gifted why wouldn\'t you send them to a good private school. This applies to any city in the country.  I would rather my child be put in a challenging environment if I can afford it.,1425573607,1,"Las Vegas,Nevada",NVFisherman,NA,1,14323285,0,1425573374
14442276,approved,"A Stanford law professor has argued persuasively that the key to Silicon Valley success is that California strongly discourages non-competition clauses in employment agreements. The benefit is that employees can move easily to new companies, benefiting the tech environment generally. Most of the other states mentioned allow enforcement of non-competition agreements. Thus, as with Route 28 outside Boston, the early computer industry conglomeration, innovators moved elsewhere. Those who want to emulate California need to think first about changing their state law.",1425564908,33,"Gallatin Gateway, Montana",Dave Anderson,NA,1,14321221,0,1425564882
66015063,approved,If that is true why isn\'t New Jersey\'s tech environment growing? The courts of New Jersey pretty much disregard non-competition agreements.,1425570293,1,"Las Vegas,Nevada",NVFisherman,NA,1,14321483,0,1425565945
57101688,approved,"The law applies throughout California, so discouragement of non-competition clauses cannot be \""the key\"".",1425571788,1,Los Angeles,Gary,NA,1,14322388,0,1425569875
331287,approved,"This is an important point, but just one factor in SV\'s early growth.",1425572469,5,California,David,NA,1,14322953,0,1425572035
63752771,approved,"California has the environmental and business climate that smart people like.  I think other cities need to look at their strengths and weakness to become their own success.  I would never consider living in Florida year round, and while Seattle has its share of rain, it is a city with a great personality, so I would consider living there.  Give your city an appealing personality. Make it real.",1425566589,9,"Sacramento, Calif.",JoeB,NA,1,14321618,0,1425566530
46829521,approved,Unfortunately none of us can afford to live there.,1425583765,0,charlotte,rnahouraii,NA,1,14324947,0,1425582261
55516297,approved,"Silicon Valley is a product of several factors: close nit relationship with the very very best universities in the World and National Labs, progressive laws and politics, open and collaborative professional culture, a long legacy in high tech, and fame around the World.<br/><br/>I frankly do not think it can be \""reproduced\"" anywhere else in the US. At best, we will have pockets of \""mini SV\"" in the East Coast (Mass, NY) and a few central states.",1425568809,7,"Palo Alto, CA",R. Teixeira,NA,1,14322107,0,1425568769
583542,approved,"Not a word about global climate change?  Without planning for the consequences of our destruction of our environment one should not (can not) reasonably discuss where the next anything, never mind the next \""Silicon Valley,\"" will be.  What areas will have potable drinking water? What areas will succomb to rising sea levels?  What about intensified storms?  What about transportation and communications systems? <br/><br/>As throughout history, climate and weather have been drivers of habitation, both human and non-human.  Climate change is here to stay, stay long after all of us are gone; we must make decisions based upon long-term trends and benefits.  The sociopathic greed and avarice  (see \""hoarding disorder\"") that has brought us to the brink, if not over, must not be allowed to drive the choices in where we set up communities.",1425569769,9,"Banks, OR",RichWa,NA,1,14322346,0,1425569724
331287,approved,"You raise good points, but I\'m having trouble seeing the connection to the article.",1425572449,4,California,David,NA,1,14322906,0,1425571887
705268,approved,"There is no next Silicon Valley...it\'s like naming the next Wall Street...driving the 101 between SF and SJ is a fantasy--gleaming office buildings with the names of American companies on them that you\'ve never heard of...but I\'ll give 3 answers..1)The Austin Texas model...big state schools, get an anchor company, and develop from there...2)The \""Me Too\"" Model..New York, which will be an epicenter because a lot of money is here, and people just want to live here, and 3)my favorite, the \""American Bangalore\"", which I favor Rochester--places where really good young talent is produced every year and where the economics make more sense than hiring in India",1425570092,3,"Westfield, NJ",Mike,NA,1,14319995,0,1425555510
11223833,approved,"Salaries in Florida are low, and Orlando salaries are lowest among the major Florida cities.  My son graduated from UCF in Orlando about a decade ago.  The placement office told him that if he wanted to make real money, he would have to leave Florida.  There is a budding start up scene in Orlando and a rapidly growing downtown.  But the reality is that Orlando is a blue collar city that provides an army of low wage workers to support the tourists at the parks and I drive.  If you have a lot of ambition and strong tech skills, there is no reason to stay in Orlando and every reason to go west young man, go west.",1425570103,18,DC,John Smith,NA,1,14320084,0,1425556518
67432250,approved,I\'m disappointed there is no mention of San Diego. Forbes even named it the top city to bring your start-up for 2014.,1425570107,1,CA,Ryan,NA,1,14320311,0,1425559199
3660662,approved,"In regards to Florida\'s comment about Pittsburgh\'s failure to become a high tech hub, I really do not understand his citing \""lifestyle reasons\"" as one of the reasons. The area has consistently been rated as a great place to live and in the 8 yrs. since my return is only getting better.",1425570112,14,"Pittsburgh, PA",Bill S,NA,1,14320388,0,1425559899
54281250,approved,What he means is that the tech people want to be around other rich tech people and don\'t want to be around blue collar Pittsburgh folks.<br/><br/>Let \'em leave to their godawful expensive region that will only get more expensive as the water continues to dry up.  Long live the \'burgh.,1425578051,4,Houston,J,NA,1,14324116,0,1425577367
71516588,approved,"While it maintains much of its blue collar sensibility, Pittsburgh is no longer a blue collar town.  Rather it has one of the most highly educated working age populations in the country that includes a vibrant tech scene.  The only tech company that I know of in recent years that went to the Silicon Valley was ModCloth and the only moved their HQ administrative jobs.  Their technology operations are still in Pittsburgh.  Then again, he left Pittsburgh in 2004 and it\'s obvious he has not been back.",1425585428,2,Pittsburgh,JimF,NA,1,14325493,0,1425585409
71522295,approved,"Ironically, the \""blue-collar Pittsburgh folks\"" are mostly no longer in Pittsburgh. The economic diaspora of the 1970s and 1980s affected blue-collar workers more than it affected white-collar workers, which means that it was mostly blue-collar workers who left. And those who have stayed since are increasingly moving out into the outer metropolitan counties like Butler, Washington and Westmoreland. The city of Pittsburgh and Allegheny County are very white-collar these days.<br/><br/>Furthermore, Richard Florida appears to be wrong, considering Google, Intel, and other high-tech companies have opened major research facilities in Pittsburgh. Just because Lycos and Groupon left doesn\'t mean that there\'s nothing going on. I\'m sure there are lots of companies that relocate away from Silicon Valley, but nobody there slits their wrists over it.",1425649571,1,Atlanta,Dan,NA,1,14332045,0,1425649540
40343536,approved,Does the NSA data center actually employ a lot of people in Utah??<br/><br/>Looking at the photo I see big big buildings but only 2 relatively small parking lots.  Do they let people work from home?,1425570151,10,usa,seeing with open eyes,NA,1,14320445,0,1425560338
51581368,approved,"Technology is to the Bay Area what the Renaissance was to Florence. Silicon Valley is attracting America\'s best and brightest.<br/><br/>Strip away the technology and the Bay Area offers the most attractive quality of life in the world given our weather and natural beauty. Combine the three and you dominate for the next 100 years.<br/><br/>That said, there is a major shift within the Bay Area. Silicon Valley is making its way north. San Francisco is the new tech capital of the world.  The kids may work in San Mateo county and San Jose but they want to live in San Francisco. <br/><br/>The appeal of this special area of the world is dwarfs all others. ",1425570217,32,"San Francisco, CA",Joe Aaron,NA,1,14320759,0,1425562496
65260364,approved,Plenty of places HSR natural beauty (even Idaho is beautiful) and many people like seasons...  The Bay Areas success had to do with the universities and te defense contractors and the cheap land in that area of the Valley. Like other places - once the industry starts rolling - it just keeps going.,1425583485,0,New York,Andre,NA,1,14324275,0,1425578157
647120,approved,Where are the biotechnology hubs going to be?,1425570229,1,Minnesota,Steve S,NA,1,14321172,0,1425564659
63627949,approved,Boston/Cambridge and San Diego already seem to have a large number of those types of companies.,1425572342,3,NY NY,Jason A.,NA,1,14322627,0,1425570801
331287,approved,The largest concentration of biotech is also in the Bay Area.  For many of the same reasons as Silicon Valley.,1425572371,13,California,David,NA,1,14322653,0,1425570953
64878340,approved,"Even Montreal is trying to be Silicon Valley, despite some advice to the contrary.<br/><a href=\""http://montrealgazette.com/business/apple-co-founder-steve-wozniak-to-montreal-dont-try-to-be-silicon-valley\"" title=\""http://montrealgazette.com/business/apple-co-founder-steve-wozniak-to-montreal-dont-try-to-be-silicon-valley\"" target=\""_blank\"">http://montrealgazette.com/business/apple-co-founder-steve-wozniak-to-mo...</a>?",1425570247,0,Linden,Ichigo Makoto,NA,1,14321262,0,1425565053
69126622,approved,"1000+Computer programmer &amp; database administrator jobs in Austin. The job demand for those are so great, Austin tech/govt employers had to partner with Austin Community College to create an accelerated certificate/degree program.",1425570296,4,"Austin, TX",Brian C.,NA,1,14321566,0,1425566337
20413827,approved,"Mr. Florida seems to take any opportunity to slight Pittsburgh. The city ranks 24th out of 100 metro areas in number of advanced industry jobs, according to the Brookings report cited in the article. Not great, but not bad. Allowing personal prejudice to cloud professional judgment may land Mr. Florida in his own cautionary tale.",1425571648,1,NY,Ginzberg,NA,1,14321689,0,1425566893
64733832,approved,"I\'d keep an eye on Philadelphia. Not only is there a hugely active independent tech scene (whose epicenter is roughly N. 3rd Street, or as they actually officially ordained it last year, \""N3RD St.\""), but Comcast is doubling down on the   city with a brand new tower under construction that will employ 2,000 tech workers. Regardless of what you think of the company, it\'s growing like crazy and Center City Philadelphia is filled with young workers in this and other technology companies.",1425571662,0,"Collingswood, NJ",Joseph,NA,1,14321719,0,1425567039
66015063,approved,Comcast is a technology disaster. They are just the opposite of high tech. Philadelphia is better known for its bio tech companies.,1425572836,4,"Las Vegas,Nevada",NVFisherman,NA,1,14323119,0,1425572655
10919504,approved,"A powerful incumbent in an \""old school\"" industry is a drawback, not an advantage.",1425575148,1,Illyria,Scott,NA,1,14323588,0,1425574741
45782424,approved,"There always will be Megatrends about how and where technology evolves. Few want to remember Menlo Park in Edison,NJ where in a barn like structure,Thomas Edison worked on his illumination device with a tungsten filament perfected later by Louis Latimer,an African American,son of a former slave. Anyway,Florida has a lot of areas beyond Orlando where technology is growing and a secretive bunch near Ft.Lauderdale is developing Leap Magic. In Odessa,a nanotechnology firm Dais Analytics is working on water membranes,battery storage and better air handling systems that China loves. In Tarpon Springs,Magnegas is making progress on welding gas from waste material. So,with the economy rebounding and our infamous Governor Scott touting Jobs all the time,deal makers are taking a close look beyond the malls and palm trees and beaches and golf courses down here for good,future profitable reasons. Including Fortress Group,helping to build the Miami-Orlando railroad line. As Jim Dooley used to pitch for Tropicana juice,\""Come on down....\""",1425571687,1,Palm Harbor,mark,NA,1,14321903,0,1425567865
4569526,approved,"If we\'ve learned anything from Silicon Valley, it\'s that Technologists, and related companies, are not going to locate in areas where the political, environmental, and social atmosphere is not progressive and tolerant.  Las Vegas and Florida and Ohio do not present tolerant, progressive communities. Rather they have governments that cling to 19th century viewpoints that are simply not tolerable by today\'s technology elite. Like it or not, today\'s technologists are almost universally aligned with blue-state values.<br/><br/>Want to attract technology companies? Create communities where quality of life and progressive politics thrive.  That\'s why you see Boulder, Austin, San Francisco, New York, Seattle, and a few other areas reaping the benefits.",1425571732,58,New York City,David Tussey,NA,1,14322158,0,1425568977
6835895,approved,"Indeed, I believe one of the many features of the Silicon Valley is that folks other than American heterosexual Caucasions feel comfortable residing here. Visit any one of the very many strip mall sandwich shops at lunch time and notice the large density and variety of non-Caucasions.",1425574688,9,"San Mateo, Ca",Howard,NA,1,14323573,0,1425574645
23129280,approved,"    Columbus, in Ohio, is very progressive and tolerant, as is Cleveland.  In Columbus, we have a large LGBT community, our city leaders are people of color who run the city very well financially and otherwise.  It\'s a metro area of two million with over 100,000 college students.  We welcome people from everywhere.  Cleveland, Detroit, Chicago, Pittsburgh and other places that aren\'t in New York are the same.  \""Fly over country\"" is not some red monolith filled with uneducated hillbillies, as many on the coasts seem to think.",1425576489,12,Columbus,Roger,NA,1,14323955,0,1425576440
66015063,approved,You make statements that are not true. Having lived in Las Vegas for ten years I have found it to it very accepting of every nationality. It has a large Asian and gay community.  ,1425588868,3,"Las Vegas,Nevada",NVFisherman,NA,1,14325966,0,1425588704
48054569,approved,"Provo is an interesting example.  In the end the advantage of \""people wanting to be there\"" may be self-limiting.  If you\'re a Mormon IT person, all is well.  But Provo and Utah County are overwhelmingly LDS, notoriously insular and socially regressive.  Horror stories abound of non-Mormons leaving after their kids are ostracized in school.  I\'d add that tolerance of diversity is also a prerequisite.  All the other tech incubatoriums have it in large measure, Provo does not. ",1425571742,32,South Korea,MHR,NA,1,14322225,0,1425569276
559817,approved,the real reason techies will not locate in Orlando is the humidity.,1425571748,15,Birmingham,john b,NA,1,14322241,0,1425569332
51581368,approved,John:<br/><br/>Thanks for pointing out the obvious. I wondered when someone would mention the elephant in the room. ,1425572656,6,"San Francisco, CA",Joe Aaron,NA,1,14323110,0,1425572628
69486664,approved,"Joe,  in these here parts it\'s generally known as \""the heat and humidity.\""",1425609813,1,Florida,Larry,NA,1,14328282,0,1425604706
65152062,approved,"YIKES!! Visit Provo sometime and you will understand why it is the butt of all the jokes about the weirdness of Utah. Happy Valley!! If you aren\'t on some type of pain killer or upper, you just aren\'t fitting in. Everyone in Utah is trying to figure out why anyone would ever want to live there. I\'ve got a great guess. It is within 20 mins of Salt Lake City, and Utah County (where Provo is) cuts taxes so low that companies would be crazy not to build there. To bad that Utah County schools are the worst funded in the nation and that infrastructure is absolutely ignored by the citizens in the area. AS long as you have a mini-mansion it doesn\'t matter that your home is slowly slipping because you built it on sand or a fault and who needs a yard. I want to be able to hear my neighbors in their mini-mansion. Must keep an edge over them after all. I must keep up to the Jones. It is all about getting more than your neighbors. Having a nicer car, bigger home, and better body (see all the ads along I-15...gotta get your plastic surgery fix) is the model in Provo. If you want great outdoors you can go anywhere in Utah. The outdoor industry is up north in an area that is far more welcoming and accommodating. We appreciate diversity and difference. Not like the Mormon Taliban of Utah County, and I am LDS. SAD...Greedy place.   ",1425571784,7,"Ogden, UT",Eric,NA,1,14322266,0,1425569416
64671572,approved,that greed is also much in abundance in silicon valley. ,1425583551,2,DC,Yoda,NA,1,14324350,0,1425578550
65428171,approved,"Come on, wake up folks. It\'s going to be Silicon Beach: Venice California.",1425572329,1,"Venice, CA",Patrick,NA,1,14322612,0,1425570738
65260364,approved,"That\'s \""Hollywood Dreaming\""...  LA is nowhere near.  Not even close.",1425578022,1,New York,Andre,NA,1,14323806,0,1425575719
52856709,approved,"You lost me after using \""data\"" as a singular noun.",1425572374,1,"Rochester, NY",Dave,NA,1,14322682,0,1425571107
2242464,approved,Data is usually considered a singular noun in English despite its origin as the plural form of datum in Latin.,1425575117,3,"San Carlos, CA",GPS,NA,1,14323373,0,1425573703
51419510,approved,"Data can also be used as a collective noun, since  statistical discussion with N=1, a datum, are pointless.  If you are discussion a geographical location, a datum is fine.",1425578140,3,Madison VA,Bill R,NA,1,14323971,0,1425576533
331287,approved,"I\'ve lived in the Bay Area and worked for tech companies for over 30 yrs.  I\'ve done the research about jobs, investment, VC money, etc.  This is the first article I seen in the NYT that gets it right.  When it comes to technology, there is really no where else that comes close.  If you want to be a first rate banker, go to NY or London.  If you want to be a famous movie star, go to LA.  If you want to do cutting edge technology come here.",1425572427,20,California,David,NA,1,14322848,0,1425571708
55555222,approved,"I hope they did an area ground sounding to preclude the possibility of sinkhole(s).<br/><br/>Sinkholes map of Orange County, Florida , 2008<br/><br/><a href=\""http://fcit.usf.edu/florida/maps/pages/11100/f11148/f11148.htm\"" title=\""http://fcit.usf.edu/florida/maps/pages/11100/f11148/f11148.htm\"" target=\""_blank\"">http://fcit.usf.edu/florida/maps/pages/11100/f11148/f11148.htm</a>",1425572432,3,"Lima, Ohio",augustborn,NA,1,14322858,0,1425571747
14195106,approved,Just be careful what you wish for. Techies ruined Austin.,1425572452,1,Manhattan,Vin,NA,1,14322921,0,1425571930
64671572,approved,how? improving the tax base? openly mocking conservative values in a conservative state? ,1425583506,4,DC,Yoda,NA,1,14324303,0,1425578315
38234417,approved,"I\'m a lifer high tech guy with now just shy of 30 yrs in the Front Range (Boulder environs).  I went to a conference once in Orlando, and all I can say is that I had to cross it off my list of tech hub places I might conceive of living...yuck.  Just a huge flat strip mall with jillions of toll roads to get you somewhere, it appeared to me...but I did at least enjoy driving down to Canaveral one day.  The Front Range is very hard to beat, all things considered IMHO.  I would stress here that high tech R&amp;D intensive people really want to actually live where they want to live; drives the hardcore aerospace co HR folks nuts, but it\'s true.  Try to push them somewhere else, and they just quit and start a company.",1425572632,7,Denver,cph,NA,1,14323090,0,1425572537
69316274,approved,"As someone who went to public high school in Orlando and then fled north for college, I think that one of the reasons Silicon Valley is in Silicon Valley is that, until the Republicans gutted their property tax, California valued quality, higher education for all. California created the environment conducive for Silicon Valley.<br/><br/>And as someone who just returned from Carmel, California via San Jose,  I can attest to the fact that you can\'t beat vibrant climate of beautiful scenery, incredible food and engaged people looking for solutions for a better world.",1425572888,28,"Westport, CT",LK,NA,1,14323172,0,1425572871
17906125,approved,"If you run and bike, none of the other cities in this article has the combination of mild weather and varying terrain that Silicon Valley offers. From my office, I can run the flat trails of the Baylands past the offices of Microsoft, Linkedin, and Google. Close by are the Santa Cruz mountains which challenge you with trail runs, fire roads for mountain bikes, or scenic roads among the redwoods that lead to the coast. The Pacific Ocean is close by for surfing and other water activities. My only beef is the length of the drive to the Sierras for skiing since I was spoiled with a short trip to the ski resorts when I lived in Salt Lake City. Many in the tech sector love this area because it\'s a great outdoor playground that\'s a place to recharge away from the office.",1425573490,16,California,Charles,NA,1,14323304,0,1425573440
51675903,approved,"You paint an ideal picture for someone like me who enjoys hiking, biking, and nature. I have been in the programming side of tech since 1995. Most of my professional peers do not share my interest in recreation or being outside at all.  I discovered this reality early in my programming career and it holds true today. Are west coast techies are somehow different?",1425580569,2,Massachusetts,Gerry,NA,1,14324674,0,1425580514
62870456,approved,But what about the tremendous time spent in DRIVING?,1425652852,1,san francisco,kansasplains,NA,1,14329614,0,1425622196
10919504,approved,"There were a lot of initial reasons SV initially exploded (including a unique mix of Military-Industry Complex funding and counterculture lifestyles) but at this point it\'s basically a \""positive feedback loop\"" (same as with Hollywood and Wall Street) which sort of makes all these articles irrelevant.",1425574628,10,Illyria,Scott,NA,1,14323558,0,1425574574
40373428,approved,"A fundamental difference between the Silicon Valley and these promising areas in other states is the difference between California law and the laws of these others states regarding noncompetition agreements.  California law prohibits noncompetition agreements unless they fall within very narrow exceptions. The two main exceptions are when someone is selling a business or all of their interest in a business (as long as that interest is material and not just a small number of shares, for example). Florida and most other states allow employers to force employees to agree that they won\'t engage in a competing business for up to two years after they leave the employment.  <br/><br/>In the Silicon Valley, as long as an employee is not using the trade secrets of a former employer, the employee can work for a competing company whenever they want. California courts protect this right and scrutinize claims about needing to protect trade secrets of the former employer.  These laws were in effect when the founders of the first \""Silicon Valley\"" companies left their employers and started Intel, etc.  So far, it seems to be working well.<br/><br/>Even if you wanted to live in Orlando, Boise or Provo, if you consider yourself a true innovator and possible serial entrepreneur, unreasonable noncompetition agreements can kill your dreams.",1425574988,15,"San Rafael, California",Tom,NA,1,14323633,0,1425574935
24878,approved,"Still, Silicon Valley resident tech workers have faced -- and no doubt still do -- attempts to limit their mobility.  See this recent settlement on so-called \""non-poaching\"" agreements that tech owners set up and ran as long as they possibly could ...<br/><br/><a href=\""http://finance.yahoo.com/news/judge-oks-415m-settlement-tech-190945259.html\"" title=\""http://finance.yahoo.com/news/judge-oks-415m-settlement-tech-190945259.html\"" target=\""_blank\"">http://finance.yahoo.com/news/judge-oks-415m-settlement-tech-190945259.html</a>",1425578145,2,"San Francisco, CA",Berkeley Bee,NA,1,14324091,0,1425577188
64671572,approved,"very well put. If anything, non-compete agreements had prevented Boston from being the next silicon valley. The most important factor by far. ",1425583489,3,DC,Yoda,NA,1,14324276,0,1425578162
1941261,approved,"Every few years Johns Hopkins and other local educational, business and political concerns announce with the greatest fanfare a new \""tech\"" initiative for Baltimore.  All these launches share one thing in common - they flop.  Why?  Certainly for several reasons, but it\'s my estimation that tech types have little interest in living here.  Half the city is a ghetto, taxes are huge, crime is high, infrastructure is a disaster, the so-called \""subway\"" goes from nowhere to nowhere, the winter is worse than you\'d ever think, and the summer transforms the city into a fetid swamp.  I am here because I am locked into a job, but I spend as much time as I can out of town.  As a 20-something, I\'d say: no way!",1425575128,14,"Baltimore, MD",Tom,NA,1,14323411,0,1425573890
33176928,approved,"I lived in Baltimore City from my early 20\'s to early 30\'s, and I loved it. It\'s diverse, it\'s unique, it\'s vibrant, it\'s close to DC &amp; major airports, it has lots of independent restaurants &amp; other small businesses, and the rent is affordable. Yes, it has crime. Yes, there is urban blight &amp; heartbreaking poverty. Yes, the property tax is way too high (discourages people from buying in the city). But, it\'s a real city with real people and real neighborhoods - not everyone wants to live in a sanitized, master planned, expensive town. ",1425583685,6,DC Metro area,Cindy,NA,1,14324501,0,1425579440
48750003,approved,Do you think taxes in California are less?,1425584575,3,"Chevy Chase, MD",Benbo81,NA,1,14325248,0,1425583900
14951172,approved,"In terms of quality of life, Seattle has all that Silicon Valley has and more. Three magnificent national parks lie on its doorstep: Olympic National Park, North Cascades National Park, and Mount Rainier National Park. The San Juans are a ferry ride away. The food, the air, the climate (no, it doesn\'t rain all the time), and the scenery are superb. The roads are less congested than they are in Silicon Valley, and housing is much cheaper. <br/><br/>What Seattle doesn\'t have is Stanford. UW is a respectable school, and it\'s improving, but it\'s not in Stanford or MIT\'s league. If you want to think about the difference a great school can make to a region\'s economy, imagine what Boston, with its ghastly climate and cramped layout, would be like without Harvard and MIT. Conservative politicians increasingly love to attack education in this country, especially public education. We\'ll see who has the last laugh.",1425575171,32,"port angeles, wa",Kaleberg,NA,1,14323622,0,1425574866
53402379,approved,Boston is a beautiful city - intellectual and cultured.  And the climate is no different realistically from NYC and Chicago.  As a result it has a very strong startup environment.,1425583724,0,boston,rjb_boston,NA,1,14324879,0,1425581759
15694822,approved,"I would disagree.  Boston summers would be ok, but the winters are ghastly especially this year.",1425588331,4,Ny,Unam,NA,1,14325624,0,1425586238
